six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz,,
,,,,,,-0.118600003,0.764900029,-0.060400002,-2.1802001,-0.114600003,0.096799999,,0.096799999
,,,,,,0.220500007,1.000200033,-0.127299994,-2.234699965,0.196400002,0.106799997,,0.106799997
,,,,,,0.153899997,0.910899997,-0.139300004,-2.189599991,0.220200002,0.122000001,,0.122000001
,,,,,,0.125200003,0.952499986,-0.123099998,-2.200000048,0.230199993,0.102200001,,0.102200001
,,,,,,0.27700001,1.118999958,-0.1219,-2.298899889,0.388900012,0.087899998,,0.087899998
,,,,,,0.0088,0.888400018,-0.25150001,-2.042099953,-0.098800004,0.092500001,,0.092500001
,,,,,,0.189799994,1.006700039,-0.1153,-2.18930006,0.098499998,0.084299996,,0.084299996
,,,,,,0.033100002,0.779500008,-0.443199992,-2.261499882,0.130400002,0.0973,,0.0973
,,,,,,-0.046,0.82130003,-0.340999991,-2.217200041,0.200900003,0.111100003,,0.111100003
,,,,,,-0.160099998,1.046499968,-0.123800002,-2.397599936,-0.175300002,0.094599999,,0.094599999
,,,,,,0.369399995,1.026900053,-1.967499971,-2.707099915,-0.283300012,0.207900003,,0.207900003
,,,,,,0.245900005,0.80400002,-0.146300003,-1.546200037,0.442000002,0.097599998,,0.097599998
,,,,,,-0.1074,0.689999998,-1.221300006,-2.030600071,-0.351399988,0.0592,,0.0592
,,,,,,0.528999984,1.051900029,-0.599099994,-2.288599968,0.176899999,0.170900002,,0.170900002
,,,,,,-0.081900001,0.479999989,0.096299998,-1.464300036,0.107500002,0.067000002,,0.067000002
,,,,,,-0.153799996,0.878600001,-2.485500097,-1.267099977,-0.686100006,0.0145,,0.0145
,,,,,,-0.219999999,0.746399999,-5.726500034,-1.973199964,-0.966600001,0.104800001,,0.104800001
,,,,,,-0.0317,0.315200001,-2.084899902,-0.73150003,-0.483399987,0.0129,,0.0129
,,,,,,0.133599997,0.091700003,0.149900004,-0.125300005,0.042599998,0.0061,,0.0061
,,,,,,0.0139,-0.026699999,-0.0263,0.093900003,0.0766,0.0097,,0.0097
,,,,,,0.148000002,-0.0766,-0.371600002,-0.071500003,0.1043,0.0094,,0.0094
,,,,,,0.0071,0.120999999,-1.187899947,-0.208399996,0.128099993,0.035700001,,0.035700001
,,,,,,0.0352,0.037500001,0.0255,-0.086099997,0.0123,0.0167,,0.0167
,,,,,,-0.136700004,0.187800005,-3.115099907,-0.344099998,-0.116899997,0.0383,,0.0383
,,,,,,0.0385,0.846499979,-0.668600023,-1.950899959,0.032900002,0.105400003,,0.105400003
,,,,,,0.217199996,0.713999987,-0.432799995,-1.844799995,0.131699994,0.082599998,,0.082599998
,,,,,,0.063600004,0.134200007,-0.210999995,-0.3125,0.061500002,0.034200002,,0.034200002
,,,,,,0.124700002,0.277200013,-0.486900002,-0.31220001,0.0383,0.045499999,,0.045499999
,,,,,,0.051100001,-0.409200013,-0.062100001,0.411300004,0.099600002,-0.0041,,0.0041
,,,,,,0.0177,0.294400007,-1.069000006,-0.387300014,-0.030400001,0.0199,,0.0199
,,,,,,0.063500002,0.316500008,-1.684900045,-0.507499993,0.170399994,0.025699999,,0.025699999
,,,,,,-0.152400002,-0.214900002,-0.37560001,0.415199995,-0.369100004,-0.038699999,,0.038699999
,,,,,,-0.115099996,-0.317200005,-0.127700001,0.553200006,-0.304500014,-0.016899999,,0.016899999
,,,,,,-0.150800005,-0.247600004,-0.240899995,0.60769999,-0.558300018,-0.0042,,0.0042
,,,,,,0.2095,0.072800003,-0.360100001,0.039999999,0.147200003,0.0095,,0.0095
,,,,,,-0.1919,-0.347000003,0.066600002,0.690500021,-0.562900007,-0.041999999,,0.041999999
,,,,,,-0.271400005,-0.427700013,0.019099999,1.129299998,-0.771300018,-0.048999999,,0.048999999
,,,,,,-0.124399997,-0.171399996,0.185499996,0.323300004,-0.217800006,-0.0135,,0.0135
,,,,,,-0.165800005,-0.1505,-1.825299978,0.207900003,-0.670000017,-0.0524,,0.0524
,,,,,,-0.150900006,0.096299998,-0.845799983,-0.181299999,-0.672800004,-0.127200007,,0.127200007
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,0.079983291
